order_id,customer_name,food_item,category,branch_location,payment_method,order_status,quantity,price,order_date,delivery_date,total_amount
ORD390,Juan,BBQ,Grilled,Laguna,GCash,Cancelled,1,477.6835353,2025-01-25T00:00:00,2025-01-26T00:00:00,477.6835353
ORD391,Jose,Steak,Fast Food,Laguna,Card,Cancelled,2,498.2043872,2025-01-26T00:00:00,2025-01-27T00:00:00,996.4087744
ORD392,Jose,Burger,Fried,Cavite,Cash,Completed,4,280.1107242,2025-01-27T00:00:00,2025-01-28T00:00:00,1120.442897
ORD393,Juan,Chicken,Grilled,Cavite,Cash,Cancelled,4,201.0121559,2025-01-28T00:00:00,2025-01-29T00:00:00,804.0486234
ORD394,Jose,BBQ,Grilled,Cavite,Cash,Cancelled,3,277.1317482,2025-01-29T00:00:00,2025-01-30T00:00:00,831.3952445
ORD395,Jose,Chicken,Fast Food,Cavite,Card,Cancelled,3,438.907764,2025-01-30T00:00:00,2025-01-31T00:00:00,1316.723292
ORD396,Jose,BBQ,Fried,Manila,GCash,Pending,2,182.4022714,2025-01-31T00:00:00,2025-02-01T00:00:00,364.8045428
ORD397,Pedro,BBQ,Fried,Cavite,Cash,Completed,1,480.8382607,2025-02-01T00:00:00,2025-02-02T00:00:00,480.8382607
ORD398,Ana,Steak,Fast Food,Manila,Cash,Completed,2,236.7463075,2025-02-02T00:00:00,2025-02-03T00:00:00,473.492615
ORD399,Maria,Chicken,Fast Food,Laguna,Card,Completed,4,494.3214638,2025-02-03T00:00:00,2025-02-04T00:00:00,1977.285855
ORD400,Pedro,Chicken,Grilled,Cavite,GCash,Cancelled,1,435.443555,2025-02-04T00:00:00,2025-02-05T00:00:00,435.443555
ORD401,Jose,Burger,Grilled,Manila,Card,Cancelled,1,423.4282137,2025-02-05T00:00:00,2025-02-06T00:00:00,423.4282137
ORD402,Juan,Burger,Fast Food,Cavite,Cash,Pending,1,227.1618695,2025-02-06T00:00:00,2025-02-07T00:00:00,227.1618695
ORD403,Jose,Steak,Fried,Laguna,GCash,Completed,1,103.5108848,2025-02-07T00:00:00,2025-02-08T00:00:00,103.5108848
ORD404,Ana,Steak,Grilled,Laguna,GCash,Cancelled,2,252.8531635,2025-02-08T00:00:00,2025-02-09T00:00:00,505.7063271
ORD405,Jose,Pork,Grilled,Laguna,Cash,Completed,3,220.7237479,2025-02-09T00:00:00,2025-02-10T00:00:00,662.1712436
ORD406,Juan,Burger,Fried,Cavite,GCash,Pending,3,114.9587962,2025-02-10T00:00:00,2025-02-11T00:00:00,344.8763885
ORD407,Ana,BBQ,Grilled,Cavite,GCash,Pending,4,302.1461026,2025-02-11T00:00:00,2025-02-12T00:00:00,1208.58441
ORD408,Jose,Chicken,Fried,Manila,Card,Pending,3,261.2125245,2025-02-12T00:00:00,2025-02-13T00:00:00,783.6375735
ORD409,Ana,Steak,Fried,Laguna,Cash,Completed,3,353.8225871,2025-02-13T00:00:00,2025-02-14T00:00:00,1061.467761
ORD410,Maria,Chicken,Fried,Cavite,Cash,Cancelled,3,348.4745289,2025-02-14T00:00:00,2025-02-15T00:00:00,1045.423587
ORD411,Maria,Chicken,Fast Food,Laguna,Cash,Cancelled,3,148.2986544,2025-02-15T00:00:00,2025-02-16T00:00:00,444.8959631
ORD412,Jose,Pork,Fast Food,Laguna,Cash,Pending,4,490.7862185,2025-02-16T00:00:00,2025-02-17T00:00:00,1963.144874
ORD413,Ana,Burger,Fast Food,Manila,Cash,Cancelled,2,174.7725718,2025-02-17T00:00:00,2025-02-18T00:00:00,349.5451436
ORD414,Juan,Steak,Fried,Manila,GCash,Pending,1,278.1096099,2025-02-18T00:00:00,2025-02-19T00:00:00,278.1096099
ORD415,Jose,Chicken,Fried,Manila,Card,Completed,3,295.2470174,2025-02-19T00:00:00,2025-02-20T00:00:00,885.7410521
ORD416,Maria,Steak,Fast Food,Manila,Cash,Pending,2,425.2251189,2025-02-20T00:00:00,2025-02-21T00:00:00,850.4502378
ORD417,Maria,BBQ,Grilled,Laguna,Card,Completed,3,139.6918384,2025-02-21T00:00:00,2025-02-22T00:00:00,419.0755153
ORD418,Jose,Pork,Fried,Manila,Card,Pending,3,271.4577117,2025-02-22T00:00:00,2025-02-23T00:00:00,814.3731351
ORD419,Ana,BBQ,Grilled,Manila,GCash,Cancelled,1,351.4008681,2025-02-23T00:00:00,2025-02-24T00:00:00,351.4008681
ORD420,Maria,Steak,Grilled,Manila,Cash,Cancelled,1,186.0622486,2025-02-24T00:00:00,2025-02-25T00:00:00,186.0622486
ORD421,Ana,Steak,Fried,Manila,GCash,Pending,1,350.9871595,2025-02-25T00:00:00,2025-02-26T00:00:00,350.9871595
ORD422,Maria,Burger,Fried,Laguna,Cash,Cancelled,3,469.465935,2025-02-26T00:00:00,2025-02-27T00:00:00,1408.397805
ORD423,Maria,Chicken,Grilled,Manila,GCash,Cancelled,3,499.0072525,2025-02-27T00:00:00,2025-02-28T00:00:00,1497.021757
ORD424,Pedro,Chicken,Grilled,Laguna,Card,Cancelled,3,112.9804307,2025-02-28T00:00:00,2025-03-01T00:00:00,338.9412921
ORD425,Maria,BBQ,Fast Food,Cavite,Cash,Completed,1,194.2352913,2025-03-01T00:00:00,2025-03-02T00:00:00,194.2352913
ORD426,Juan,Pork,Fast Food,Laguna,Card,Cancelled,4,224.1228463,2025-03-02T00:00:00,2025-03-03T00:00:00,896.4913853
ORD427,Jose,Chicken,Fried,Laguna,Card,Completed,2,259.6504402,2025-03-03T00:00:00,2025-03-04T00:00:00,519.3008804
ORD428,Jose,Burger,Fast Food,Manila,GCash,Pending,4,196.902863,2025-03-04T00:00:00,2025-03-05T00:00:00,787.6114521
ORD429,Ana,BBQ,Fast Food,Cavite,Cash,Cancelled,3,181.3951978,2025-03-05T00:00:00,2025-03-06T00:00:00,544.1855935
ORD430,Maria,BBQ,Fast Food,Cavite,Card,Cancelled,3,481.821537,2025-03-06T00:00:00,2025-03-07T00:00:00,1445.464611
ORD431,Juan,Burger,Fast Food,Cavite,GCash,Cancelled,4,467.4086411,2025-03-07T00:00:00,2025-03-08T00:00:00,1869.634564
ORD432,Ana,Pork,Grilled,Cavite,Cash,Pending,3,118.7970004,2025-03-08T00:00:00,2025-03-09T00:00:00,356.3910012
ORD433,Pedro,Burger,Fried,Laguna,Cash,Completed,2,235.5252086,2025-03-09T00:00:00,2025-03-10T00:00:00,471.0504173
ORD434,Ana,Pork,Fast Food,Cavite,Card,Completed,3,262.0594215,2025-03-10T00:00:00,2025-03-11T00:00:00,786.1782644
ORD435,Ana,Burger,Grilled,Laguna,Cash,Cancelled,2,195.6058139,2025-03-11T00:00:00,2025-03-12T00:00:00,391.2116277
ORD436,Maria,Burger,Grilled,Laguna,Card,Pending,4,351.5491588,2025-03-12T00:00:00,2025-03-13T00:00:00,1406.196635
ORD437,Pedro,Steak,Grilled,Laguna,Cash,Pending,4,356.1522987,2025-03-13T00:00:00,2025-03-14T00:00:00,1424.609195
ORD438,Ana,BBQ,Fast Food,Cavite,GCash,Pending,3,440.2016913,2025-03-14T00:00:00,2025-03-15T00:00:00,1320.605074
ORD439,Juan,Burger,Fast Food,Manila,Card,Pending,2,396.3477074,2025-03-15T00:00:00,2025-03-16T00:00:00,792.6954147
ORD440,Juan,Burger,Fried,Manila,Card,Pending,3,317.0293308,2025-03-16T00:00:00,2025-03-17T00:00:00,951.0879924
ORD441,Jose,Chicken,Fast Food,Cavite,Cash,Completed,1,361.434708,2025-03-17T00:00:00,2025-03-18T00:00:00,361.434708
ORD442,Pedro,BBQ,Fast Food,Manila,Cash,Completed,1,209.5955126,2025-03-18T00:00:00,2025-03-19T00:00:00,209.5955126
ORD443,Pedro,Chicken,Grilled,Manila,Card,Completed,1,337.222476,2025-03-19T00:00:00,2025-03-20T00:00:00,337.222476
ORD444,Jose,BBQ,Fried,Laguna,Cash,Cancelled,1,295.6909019,2025-03-20T00:00:00,2025-03-21T00:00:00,295.6909019
ORD445,Ana,Chicken,Fast Food,Laguna,GCash,Pending,3,153.3377869,2025-03-21T00:00:00,2025-03-22T00:00:00,460.0133608
ORD446,Pedro,Burger,Fast Food,Cavite,Cash,Cancelled,1,197.0177106,2025-03-22T00:00:00,2025-03-23T00:00:00,197.0177106
ORD447,Juan,Burger,Grilled,Cavite,GCash,Pending,2,216.6773803,2025-03-23T00:00:00,2025-03-24T00:00:00,433.3547606
ORD448,Juan,Steak,Grilled,Manila,GCash,Completed,4,469.7238268,2025-03-24T00:00:00,2025-03-25T00:00:00,1878.895307
ORD449,Maria,Chicken,Fast Food,Laguna,GCash,Cancelled,4,192.1546558,2025-03-25T00:00:00,2025-03-26T00:00:00,768.618623
ORD450,Pedro,Pork,Fried,Cavite,GCash,Completed,1,215.6975611,2025-03-26T00:00:00,2025-03-27T00:00:00,215.6975611
ORD451,Ana,Steak,Fried,Cavite,GCash,Pending,1,247.741652,2025-03-27T00:00:00,2025-03-28T00:00:00,247.741652
ORD452,Jose,Chicken,Grilled,Cavite,Cash,Pending,1,365.4970955,2025-03-28T00:00:00,2025-03-29T00:00:00,365.4970955
ORD453,Jose,Chicken,Grilled,Cavite,GCash,Pending,3,147.295357,2025-03-29T00:00:00,2025-03-30T00:00:00,441.886071
ORD454,Ana,Steak,Fast Food,Cavite,Cash,Completed,4,481.578085,2025-03-30T00:00:00,2025-03-31T00:00:00,1926.31234
ORD455,Maria,Burger,Grilled,Cavite,GCash,Pending,1,446.228488,2025-03-31T00:00:00,2025-04-01T00:00:00,446.228488
ORD456,Jose,Chicken,Fast Food,Manila,Card,Completed,2,330.8864292,2025-04-01T00:00:00,2025-04-02T00:00:00,661.7728584
ORD457,Pedro,Burger,Fried,Laguna,GCash,Cancelled,1,369.615147,2025-04-02T00:00:00,2025-04-03T00:00:00,369.615147
ORD458,Maria,Steak,Fried,Laguna,Card,Pending,4,106.6641885,2025-04-03T00:00:00,2025-04-04T00:00:00,426.656754
ORD459,Pedro,Burger,Fast Food,Cavite,GCash,Pending,1,235.5779101,2025-04-04T00:00:00,2025-04-05T00:00:00,235.5779101
ORD460,Juan,BBQ,Grilled,Laguna,GCash,Pending,4,418.2640923,2025-04-05T00:00:00,2025-04-06T00:00:00,1673.056369
ORD461,Maria,Pork,Fried,Laguna,GCash,Cancelled,1,130.9931895,2025-04-06T00:00:00,2025-04-07T00:00:00,130.9931895
ORD462,Jose,Chicken,Grilled,Laguna,Card,Pending,2,212.9255337,2025-04-07T00:00:00,2025-04-08T00:00:00,425.8510674
ORD463,Maria,Pork,Fried,Cavite,Card,Completed,1,334.1187313,2025-04-08T00:00:00,2025-04-09T00:00:00,334.1187313
ORD464,Maria,Burger,Fast Food,Cavite,GCash,Completed,2,202.5652111,2025-04-09T00:00:00,2025-04-10T00:00:00,405.1304222
ORD465,Maria,Chicken,Fast Food,Laguna,Cash,Pending,2,473.5911897,2025-04-10T00:00:00,2025-04-11T00:00:00,947.1823793
ORD466,Maria,Burger,Fast Food,Laguna,GCash,Pending,1,152.4234523,2025-04-11T00:00:00,2025-04-12T00:00:00,152.4234523
ORD467,Pedro,BBQ,Fried,Cavite,Card,Cancelled,2,418.9577432,2025-04-12T00:00:00,2025-04-13T00:00:00,837.9154863
ORD468,Juan,Steak,Grilled,Manila,GCash,Cancelled,3,303.1794768,2025-04-13T00:00:00,2025-04-14T00:00:00,909.5384303
ORD469,Ana,Chicken,Grilled,Laguna,Card,Cancelled,1,400.1323103,2025-04-14T00:00:00,2025-04-15T00:00:00,400.1323103
ORD470,Maria,BBQ,Grilled,Manila,Card,Pending,1,224.2861313,2025-04-15T00:00:00,2025-04-16T00:00:00,224.2861313
ORD471,Jose,BBQ,Fried,Laguna,Card,Cancelled,2,305.7958409,2025-04-16T00:00:00,2025-04-17T00:00:00,611.5916818
ORD472,Maria,Chicken,Fried,Manila,GCash,Cancelled,2,442.7341399,2025-04-17T00:00:00,2025-04-18T00:00:00,885.4682798
ORD473,Jose,Burger,Fried,Manila,Card,Completed,1,286.7512396,2025-04-18T00:00:00,2025-04-19T00:00:00,286.7512396
ORD474,Pedro,BBQ,Fried,Manila,Card,Cancelled,3,243.8879448,2025-04-19T00:00:00,2025-04-20T00:00:00,731.6638343
ORD475,Jose,Pork,Fried,Cavite,GCash,Completed,2,314.4621545,2025-04-20T00:00:00,2025-04-21T00:00:00,628.924309
ORD476,Ana,BBQ,Grilled,Manila,Card,Completed,2,386.9451012,2025-04-21T00:00:00,2025-04-22T00:00:00,773.8902024
ORD477,Juan,Burger,Fried,Manila,GCash,Cancelled,4,277.4253382,2025-04-22T00:00:00,2025-04-23T00:00:00,1109.701353
ORD478,Jose,Burger,Fried,Manila,Card,Completed,3,475.5507901,2025-04-23T00:00:00,2025-04-24T00:00:00,1426.65237
ORD479,Jose,Pork,Grilled,Laguna,Cash,Pending,3,217.9783296,2025-04-24T00:00:00,2025-04-25T00:00:00,653.9349889
ORD480,Juan,BBQ,Fried,Manila,Cash,Pending,1,290.1854425,2025-04-25T00:00:00,2025-04-26T00:00:00,290.1854425
ORD481,Ana,Burger,Grilled,Laguna,Card,Cancelled,3,402.7710637,2025-04-26T00:00:00,2025-04-27T00:00:00,1208.313191
ORD482,Maria,Chicken,Grilled,Manila,Cash,Pending,1,375.6484362,2025-04-27T00:00:00,2025-04-28T00:00:00,375.6484362
ORD483,Jose,Steak,Fast Food,Manila,GCash,Completed,4,445.456421,2025-04-28T00:00:00,2025-04-29T00:00:00,1781.825684
ORD484,Juan,Steak,Fast Food,Cavite,Cash,Pending,3,498.7236723,2025-04-29T00:00:00,2025-04-30T00:00:00,1496.171017
ORD485,Pedro,Steak,Fast Food,Laguna,Card,Cancelled,2,270.7433315,2025-04-30T00:00:00,2025-05-01T00:00:00,541.486663
ORD486,Juan,BBQ,Fast Food,Manila,Card,Cancelled,4,144.4603519,2025-05-01T00:00:00,2025-05-02T00:00:00,577.8414077
ORD487,Pedro,Pork,Fried,Laguna,GCash,Completed,1,112.1663523,2025-05-02T00:00:00,2025-05-03T00:00:00,112.1663523
ORD488,Ana,Burger,Fast Food,Laguna,Card,Cancelled,4,390.7507625,2025-05-03T00:00:00,2025-05-04T00:00:00,1563.00305
ORD489,Maria,Chicken,Grilled,Cavite,GCash,Pending,1,449.6054685,2025-05-04T00:00:00,2025-05-05T00:00:00,449.6054685
ORD490,Juan,Chicken,Fried,Cavite,Cash,Cancelled,4,188.2850344,2025-05-05T00:00:00,2025-05-06T00:00:00,753.1401375
ORD491,Jose,BBQ,Fast Food,Cavite,Cash,Completed,1,163.3792149,2025-05-06T00:00:00,2025-05-07T00:00:00,163.3792149
ORD492,Ana,Steak,Grilled,Cavite,GCash,Cancelled,3,124.8820366,2025-05-07T00:00:00,2025-05-08T00:00:00,374.6461098
ORD493,Juan,BBQ,Fried,Cavite,GCash,Pending,2,429.0811687,2025-05-08T00:00:00,2025-05-09T00:00:00,858.1623374
ORD494,Jose,Pork,Fried,Cavite,Card,Completed,1,224.552776,2025-05-09T00:00:00,2025-05-10T00:00:00,224.552776
ORD495,Juan,Pork,Fast Food,Cavite,Cash,Pending,4,260.6787571,2025-05-10T00:00:00,2025-05-11T00:00:00,1042.715028
ORD496,Pedro,Burger,Fried,Cavite,GCash,Completed,1,301.1000766,2025-05-11T00:00:00,2025-05-12T00:00:00,301.1000766
ORD497,Juan,Burger,Grilled,Manila,Cash,Cancelled,1,435.7812937,2025-05-12T00:00:00,2025-05-13T00:00:00,435.7812937
ORD498,Juan,Pork,Fried,Laguna,GCash,Completed,1,360.3332886,2025-05-13T00:00:00,2025-05-14T00:00:00,360.3332886
ORD499,Juan,Pork,Grilled,Cavite,Cash,Completed,4,346.0258519,2025-05-14T00:00:00,2025-05-15T00:00:00,1384.103408
ORD500,Ana,Pork,Fried,Cavite,Card,Cancelled,2,170.26884,2025-05-15T00:00:00,2025-05-16T00:00:00,340.53768
ORD501,Juan,BBQ,Fast Food,Laguna,Cash,Pending,3,305.2759567,2025-05-16T00:00:00,2025-05-17T00:00:00,915.8278701
ORD502,Jose,Pork,Grilled,Manila,Cash,Cancelled,2,386.1524069,2025-05-17T00:00:00,2025-05-18T00:00:00,772.3048137
ORD503,Pedro,Chicken,Fried,Laguna,Cash,Completed,1,489.3043532,2025-05-18T00:00:00,2025-05-19T00:00:00,489.3043532
ORD504,Pedro,Steak,Fried,Laguna,Cash,Cancelled,4,180.5625237,2025-05-19T00:00:00,2025-05-20T00:00:00,722.2500947
ORD505,Juan,Pork,Fried,Cavite,Cash,Completed,2,103.8173412,2025-05-20T00:00:00,2025-05-21T00:00:00,207.6346825
ORD506,Ana,Steak,Grilled,Laguna,Card,Cancelled,1,130.1205734,2025-05-21T00:00:00,2025-05-22T00:00:00,130.1205734
ORD507,Ana,BBQ,Grilled,Laguna,GCash,Cancelled,3,250.3409861,2025-05-22T00:00:00,2025-05-23T00:00:00,751.0229582
ORD508,Jose,Steak,Grilled,Cavite,Cash,Pending,3,428.2178591,2025-05-23T00:00:00,2025-05-24T00:00:00,1284.653577
ORD509,Juan,BBQ,Fast Food,Cavite,Card,Completed,3,102.8568327,2025-05-24T00:00:00,2025-05-25T00:00:00,308.5704981
ORD510,Pedro,Chicken,Fast Food,Cavite,Cash,Pending,1,282.6922372,2025-05-25T00:00:00,2025-05-26T00:00:00,282.6922372
ORD511,Ana,BBQ,Grilled,Cavite,Cash,Completed,4,231.6922461,2025-05-26T00:00:00,2025-05-27T00:00:00,926.7689845
ORD512,Juan,BBQ,Fried,Laguna,GCash,Cancelled,2,120.992684,2025-05-27T00:00:00,2025-05-28T00:00:00,241.9853681
ORD513,Ana,Burger,Fast Food,Laguna,Cash,Completed,3,280.0945147,2025-05-28T00:00:00,2025-05-29T00:00:00,840.283544
ORD514,Ana,Pork,Grilled,Manila,Card,Pending,1,201.8994829,2025-05-29T00:00:00,2025-05-30T00:00:00,201.8994829
ORD515,Pedro,Pork,Fried,Manila,Card,Pending,1,240.7539337,2025-05-30T00:00:00,2025-05-31T00:00:00,240.7539337
ORD516,Maria,Chicken,Fast Food,Laguna,GCash,Pending,2,382.2461219,2025-05-31T00:00:00,2025-06-01T00:00:00,764.4922438
ORD517,Jose,Chicken,Fried,Manila,Cash,Completed,3,308.6203936,2025-06-01T00:00:00,2025-06-02T00:00:00,925.8611807
ORD518,Jose,Pork,Fried,Laguna,Card,Pending,1,149.8589716,2025-06-02T00:00:00,2025-06-03T00:00:00,149.8589716
ORD519,Pedro,Burger,Fried,Manila,Cash,Pending,2,484.5658162,2025-06-03T00:00:00,2025-06-04T00:00:00,969.1316323
ORD520,Ana,Pork,Fried,Cavite,Cash,Pending,4,354.3643063,2025-06-04T00:00:00,2025-06-05T00:00:00,1417.457225
ORD521,Juan,Burger,Fast Food,Manila,Cash,Cancelled,4,406.3473703,2025-06-05T00:00:00,2025-06-06T00:00:00,1625.389481
ORD522,Ana,Chicken,Fast Food,Cavite,GCash,Cancelled,4,131.68526,2025-06-06T00:00:00,2025-06-07T00:00:00,526.74104
ORD523,Pedro,Steak,Fast Food,Cavite,Cash,Completed,3,118.8233518,2025-06-07T00:00:00,2025-06-08T00:00:00,356.4700554
ORD524,Jose,Chicken,Grilled,Cavite,Card,Completed,2,107.7792201,2025-06-08T00:00:00,2025-06-09T00:00:00,215.5584403
ORD525,Ana,Chicken,Fast Food,Cavite,Cash,Pending,2,175.5176111,2025-06-09T00:00:00,2025-06-10T00:00:00,351.0352222
ORD526,Jose,BBQ,Fried,Manila,Card,Cancelled,1,265.7633591,2025-06-10T00:00:00,2025-06-11T00:00:00,265.7633591
ORD527,Juan,BBQ,Fast Food,Laguna,Cash,Pending,1,474.3304534,2025-06-11T00:00:00,2025-06-12T00:00:00,474.3304534
ORD528,Jose,BBQ,Fried,Cavite,Card,Pending,1,282.8238637,2025-06-12T00:00:00,2025-06-13T00:00:00,282.8238637
ORD529,Jose,BBQ,Grilled,Manila,Card,Cancelled,2,216.1020421,2025-06-13T00:00:00,2025-06-14T00:00:00,432.2040843
ORD530,Maria,Burger,Fried,Cavite,Cash,Cancelled,1,324.7741014,2025-06-14T00:00:00,2025-06-15T00:00:00,324.7741014
ORD531,Maria,Pork,Fried,Manila,Cash,Cancelled,2,144.7738313,2025-06-15T00:00:00,2025-06-16T00:00:00,289.5476625
ORD532,Maria,Steak,Fried,Manila,Card,Completed,2,343.8023564,2025-06-16T00:00:00,2025-06-17T00:00:00,687.6047128
ORD533,Jose,Chicken,Grilled,Manila,GCash,Completed,4,327.3727817,2025-06-17T00:00:00,2025-06-18T00:00:00,1309.491127
ORD534,Pedro,Burger,Fast Food,Laguna,Cash,Pending,1,416.7972134,2025-06-18T00:00:00,2025-06-19T00:00:00,416.7972134
ORD535,Jose,Steak,Fast Food,Manila,GCash,Completed,4,494.6750446,2025-06-19T00:00:00,2025-06-20T00:00:00,1978.700179
ORD536,Pedro,Burger,Grilled,Manila,Cash,Cancelled,3,200.3493887,2025-06-20T00:00:00,2025-06-21T00:00:00,601.0481661
ORD537,Pedro,Burger,Fried,Laguna,Cash,Cancelled,3,303.8625803,2025-06-21T00:00:00,2025-06-22T00:00:00,911.587741
ORD538,Maria,Chicken,Fast Food,Laguna,Cash,Completed,3,463.5461625,2025-06-22T00:00:00,2025-06-23T00:00:00,1390.638488
ORD539,Ana,Pork,Grilled,Manila,Cash,Pending,2,414.0759538,2025-06-23T00:00:00,2025-06-24T00:00:00,828.1519075
ORD540,Juan,BBQ,Fast Food,Laguna,GCash,Pending,2,294.9625212,2025-06-24T00:00:00,2025-06-25T00:00:00,589.9250425
ORD541,Maria,Pork,Grilled,Cavite,Cash,Completed,2,478.1486598,2025-06-25T00:00:00,2025-06-26T00:00:00,956.2973197
ORD542,Maria,Chicken,Fried,Cavite,Card,Pending,1,122.8946774,2025-06-26T00:00:00,2025-06-27T00:00:00,122.8946774
ORD543,Ana,Chicken,Fast Food,Laguna,Card,Pending,4,472.3994479,2025-06-27T00:00:00,2025-06-28T00:00:00,1889.597792
ORD544,Juan,Chicken,Grilled,Laguna,GCash,Pending,2,120.202957,2025-06-28T00:00:00,2025-06-29T00:00:00,240.4059139
ORD545,Jose,Steak,Fast Food,Manila,Cash,Cancelled,4,318.9218976,2025-06-29T00:00:00,2025-06-30T00:00:00,1275.687591
ORD546,Jose,Pork,Fast Food,Laguna,Card,Cancelled,4,456.1763792,2025-06-30T00:00:00,2025-07-01T00:00:00,1824.705517
ORD547,Maria,Pork,Fast Food,Manila,GCash,Completed,4,205.0883774,2025-07-01T00:00:00,2025-07-02T00:00:00,820.3535097
ORD548,Juan,Burger,Fast Food,Cavite,Cash,Cancelled,1,288.8993996,2025-07-02T00:00:00,2025-07-03T00:00:00,288.8993996
ORD549,Maria,Burger,Grilled,Laguna,Card,Pending,1,229.7315517,2025-07-03T00:00:00,2025-07-04T00:00:00,229.7315517
ORD550,Pedro,Burger,Fried,Manila,Card,Cancelled,3,480.8575668,2025-07-04T00:00:00,2025-07-05T00:00:00,1442.5727
ORD551,Maria,Chicken,Grilled,Manila,GCash,Completed,3,429.4582379,2025-07-05T00:00:00,2025-07-06T00:00:00,1288.374714
ORD552,Maria,Pork,Grilled,Cavite,Cash,Cancelled,4,383.6006045,2025-07-06T00:00:00,2025-07-07T00:00:00,1534.402418
ORD553,Jose,Chicken,Grilled,Laguna,Cash,Pending,3,335.0507946,2025-07-07T00:00:00,2025-07-08T00:00:00,1005.152384
ORD554,Jose,Steak,Fried,Cavite,Card,Pending,4,428.2367157,2025-07-08T00:00:00,2025-07-09T00:00:00,1712.946863
ORD555,Jose,Burger,Fast Food,Manila,Card,Completed,1,256.9068166,2025-07-09T00:00:00,2025-07-10T00:00:00,256.9068166
ORD556,Pedro,Chicken,Fast Food,Manila,Card,Cancelled,1,279.020742,2025-07-10T00:00:00,2025-07-11T00:00:00,279.020742
ORD557,Jose,Chicken,Fast Food,Laguna,Cash,Cancelled,1,392.0006884,2025-07-11T00:00:00,2025-07-12T00:00:00,392.0006884
ORD558,Juan,Steak,Fried,Manila,GCash,Cancelled,2,243.1019053,2025-07-12T00:00:00,2025-07-13T00:00:00,486.2038106
ORD559,Ana,BBQ,Fast Food,Laguna,GCash,Pending,4,125.5603768,2025-07-13T00:00:00,2025-07-14T00:00:00,502.2415073
ORD560,Juan,Pork,Fried,Cavite,Cash,Completed,1,129.7338436,2025-07-14T00:00:00,2025-07-15T00:00:00,129.7338436
ORD561,Juan,BBQ,Fast Food,Laguna,GCash,Cancelled,4,146.1451205,2025-07-15T00:00:00,2025-07-16T00:00:00,584.5804821
ORD562,Jose,Burger,Fast Food,Laguna,Card,Pending,3,447.8725293,2025-07-16T00:00:00,2025-07-17T00:00:00,1343.617588
ORD563,Ana,Chicken,Grilled,Manila,GCash,Pending,3,288.8905703,2025-07-17T00:00:00,2025-07-18T00:00:00,866.6717109
ORD564,Ana,Steak,Fried,Manila,GCash,Pending,1,385.1529477,2025-07-18T00:00:00,2025-07-19T00:00:00,385.1529477
ORD565,Ana,Steak,Grilled,Laguna,GCash,Cancelled,4,257.1637342,2025-07-19T00:00:00,2025-07-20T00:00:00,1028.654937
ORD566,Pedro,Pork,Grilled,Manila,Card,Cancelled,1,203.484379,2025-07-20T00:00:00,2025-07-21T00:00:00,203.484379
ORD567,Jose,BBQ,Grilled,Manila,Cash,Cancelled,3,238.876867,2025-07-21T00:00:00,2025-07-22T00:00:00,716.6306011
ORD568,Ana,Pork,Fried,Manila,Card,Cancelled,1,417.6729381,2025-07-22T00:00:00,2025-07-23T00:00:00,417.6729381
ORD569,Pedro,Chicken,Fried,Laguna,Cash,Cancelled,4,350.08645,2025-07-23T00:00:00,2025-07-24T00:00:00,1400.3458
ORD570,Maria,Pork,Fast Food,Manila,Cash,Cancelled,3,475.055912,2025-07-24T00:00:00,2025-07-25T00:00:00,1425.167736
ORD571,Maria,Steak,Grilled,Laguna,Cash,Cancelled,2,371.8819114,2025-07-25T00:00:00,2025-07-26T00:00:00,743.7638229
ORD572,Pedro,Steak,Fast Food,Manila,GCash,Cancelled,3,328.0726527,2025-07-26T00:00:00,2025-07-27T00:00:00,984.2179581
ORD573,Pedro,Burger,Grilled,Cavite,GCash,Cancelled,2,344.0784036,2025-07-27T00:00:00,2025-07-28T00:00:00,688.1568072
ORD574,Jose,Burger,Fried,Manila,Cash,Pending,1,476.9485758,2025-07-28T00:00:00,2025-07-29T00:00:00,476.9485758
ORD575,Jose,Chicken,Fried,Manila,Cash,Cancelled,1,415.2803719,2025-07-29T00:00:00,2025-07-30T00:00:00,415.2803719
ORD576,Maria,BBQ,Fried,Laguna,GCash,Completed,4,109.6164949,2025-07-30T00:00:00,2025-07-31T00:00:00,438.4659798
ORD577,Ana,Pork,Grilled,Laguna,Card,Pending,2,313.6558785,2025-07-31T00:00:00,2025-08-01T00:00:00,627.3117569
ORD578,Maria,Chicken,Fried,Manila,Cash,Cancelled,1,375.3353646,2025-08-01T00:00:00,2025-08-02T00:00:00,375.3353646
ORD579,Ana,Burger,Grilled,Cavite,Card,Completed,2,399.4793914,2025-08-02T00:00:00,2025-08-03T00:00:00,798.9587828
ORD580,Ana,Pork,Fast Food,Manila,GCash,Cancelled,1,185.2568477,2025-08-03T00:00:00,2025-08-04T00:00:00,185.2568477
ORD581,Jose,Burger,Grilled,Manila,Cash,Completed,3,446.8709418,2025-08-04T00:00:00,2025-08-05T00:00:00,1340.612825
ORD582,Juan,Pork,Fast Food,Cavite,Card,Completed,1,482.3372589,2025-08-05T00:00:00,2025-08-06T00:00:00,482.3372589
ORD583,Juan,BBQ,Grilled,Laguna,Card,Completed,4,194.6861223,2025-08-06T00:00:00,2025-08-07T00:00:00,778.7444894
ORD584,Pedro,Chicken,Fast Food,Manila,Card,Completed,3,453.046183,2025-08-07T00:00:00,2025-08-08T00:00:00,1359.138549
